Date,Visitor,Visitor Goals,Home,Home Goals,Extra,Attendance,Length
2018-12-16,San Jose Sharks,7,Chicago Blackhawks,3,Regular,21237,146
2018-12-16,Vegas Golden Knights,4,New York Rangers,3,OT,17660,158
2018-12-16,Calgary Flames,7,St. Louis Blues,2,Regular,17064,146
2018-12-16,Edmonton Oilers,2,Vancouver Canucks,4,Regular,18036,143
2018-12-16,Tampa Bay Lightning,4,Winnipeg Jets,5,OT,15321,158
2018-12-17,Vegas Golden Knights,0,Columbus Blue Jackets,1,Regular,15008,141
2018-12-17,New York Islanders,4,Colorado Avalanche,1,Regular,15066,149
2018-12-17,Boston Bruins,4,Montreal Canadiens,0,Regular,21302,142
2018-12-17,Nashville Predators,3,Ottawa Senators,4,OT,14492,157
2018-12-17,Anaheim Ducks,4,Pittsburgh Penguins,2,Regular,18575,143
2018-12-18,New York Islanders,3,Arizona Coyotes,1,Regular,11640,145
2018-12-18,Florida Panthers,5,Buffalo Sabres,2,Regular,17602,147
2018-12-18,Nashville Predators,1,Chicago Blackhawks,2,Regular,21223,149
2018-12-18,Calgary Flames,0,Dallas Stars,2,Regular,18127,152
2018-12-18,St. Louis Blues,4,Edmonton Oilers,1,Regular,18347,153
2018-12-18,Winnipeg Jets,1,Los Angeles Kings,4,Regular,17405,150
2018-12-18,San Jose Sharks,4,Minnesota Wild,0,Regular,18870,143
2018-12-18,Toronto Maple Leafs,7,New Jersey Devils,2,Regular,14586,150
2018-12-18,Anaheim Ducks,1,New York Rangers,3,Regular,17590,147
2018-12-18,Detroit Red Wings,2,Philadelphia Flyers,3,Regular,19255,150
2018-12-18,Tampa Bay Lightning,5,Vancouver Canucks,2,Regular,17193,162
2018-12-19,Montreal Canadiens,1,Colorado Avalanche,2,Regular,15469,152
2018-12-19,Pittsburgh Penguins,2,Washington Capitals,1,Regular,18506,154
2018-12-20,Montreal Canadiens,2,Arizona Coyotes,1,Regular,11149,149
2018-12-20,Anaheim Ducks,1,Boston Bruins,3,Regular,17565,150
2018-12-20,Detroit Red Wings,4,Carolina Hurricanes,1,Regular,13548,156
2018-12-20,New Jersey Devils,1,Columbus Blue Jackets,2,Regular,15595,150
2018-12-20,Tampa Bay Lightning,5,Calgary Flames,4,SO,19289,170
2018-12-20,Chicago Blackhawks,5,Dallas Stars,2,Regular,18532,151
2018-12-20,Nashville Predators,1,Philadelphia Flyers,2,Regular,19142,143
2018-12-20,Minnesota Wild,1,Pittsburgh Penguins,2,Regular,18435,149
2018-12-20,Winnipeg Jets,5,San Jose Sharks,3,Regular,17213,149
2018-12-20,Florida Panthers,1,Toronto Maple Leafs,6,Regular,19329,151
2018-12-20,St. Louis Blues,1,Vancouver Canucks,5,Regular,18261,151
2018-12-20,New York Islanders,2,Vegas Golden Knights,4,Regular,18226,155
2018-12-21,Chicago Blackhawks,2,Colorado Avalanche,1,Regular,17850,146
2018-12-21,Ottawa Senators,2,New Jersey Devils,5,Regular,14614,158
2018-12-21,Buffalo Sabres,1,Washington Capitals,2,Regular,18506,147
2018-12-22,Colorado Avalanche,4,Arizona Coyotes,6,Regular,13896,155
2018-12-22,Nashville Predators,2,Boston Bruins,5,Regular,17565,153
2018-12-22,Anaheim Ducks,0,Buffalo Sabres,3,Regular,19070,153
2018-12-22,Pittsburgh Penguins,3,Carolina Hurricanes,0,Regular,16264,144
2018-12-22,St. Louis Blues,3,Calgary Flames,1,Regular,18683,143
2018-12-22,Tampa Bay Lightning,6,Edmonton Oilers,3,Regular,18347,159
2018-12-22,Dallas Stars,2,Minnesota Wild,1,OT,19074,160
2018-12-22,Washington Capitals,4,Ottawa Senators,0,Regular,15605,139
2018-12-22,Columbus Blue Jackets,4,Philadelphia Flyers,3,Regular,19311,146
2018-12-22,Los Angeles Kings,3,San Jose Sharks,2,OT,17562,155
2018-12-22,New York Rangers,3,Toronto Maple Leafs,5,Regular,19466,141
2018-12-22,Winnipeg Jets,1,Vancouver Canucks,0,Regular,18028,143
2018-12-22,Montreal Canadiens,4,Vegas Golden Knights,3,OT,18173,153
2018-12-23,Boston Bruins,3,Carolina Hurricanes,5,Regular,17491,157
2018-12-23,Florida Panthers,6,Chicago Blackhawks,3,Regular,21789,136
2018-12-23,New York Islanders,3,Dallas Stars,1,Regular,18031,146
2018-12-23,Columbus Blue Jackets,3,New Jersey Devils,0,Regular,12872,146
2018-12-23,Philadelphia Flyers,3,New York Rangers,2,SO,17515,163
2018-12-23,Arizona Coyotes,4,San Jose Sharks,3,SO,17325,158
2018-12-23,Detroit Red Wings,4,Toronto Maple Leafs,5,OT,19196,151
2018-12-23,Los Angeles Kings,4,Vegas Golden Knights,3,OT,18225,145
2018-12-27,New Jersey Devils,5,Boston Bruins,2,Regular,17565,151
2018-12-27,Minnesota Wild,2,Chicago Blackhawks,5,Regular,21735,156
2018-12-27,Vancouver Canucks,4,Edmonton Oilers,2,Regular,18347,147
2018-12-27,Arizona Coyotes,1,Los Angeles Kings,2,Regular,18230,150
2018-12-27,Dallas Stars,2,Nashville Predators,0,Regular,17697,157
2018-12-27,Columbus Blue Jackets,4,New York Rangers,3,OT,18006,149
2018-12-27,Detroit Red Wings,2,Pittsburgh Penguins,5,Regular,18639,148
2018-12-27,Anaheim Ducks,2,San Jose Sharks,4,Regular,17562,144
2018-12-27,Buffalo Sabres,1,St. Louis Blues,4,Regular,17867,141
2018-12-27,Philadelphia Flyers,5,Tampa Bay Lightning,6,OT,19092,161
2018-12-27,Colorado Avalanche,1,Vegas Golden Knights,2,Regular,18505,147
2018-12-27,Calgary Flames,4,Winnipeg Jets,1,Regular,15321,149
2018-12-27,Carolina Hurricanes,1,Washington Capitals,3,Regular,18506,149
2018-12-28,Toronto Maple Leafs,4,Columbus Blue Jackets,2,Regular,18963,144
2018-12-28,Montreal Canadiens,5,Florida Panthers,3,Regular,19512,144
2018-12-28,Ottawa Senators,3,New York Islanders,6,Regular,13434,155
2018-12-29,Arizona Coyotes,5,Anaheim Ducks,4,OT,17174,153
2018-12-29,Boston Bruins,3,Buffalo Sabres,2,OT,19070,149
2018-12-29,Vancouver Canucks,3,Calgary Flames,2,OT,19289,155
2018-12-29,Chicago Blackhawks,3,Colorado Avalanche,2,OT,18028,153
2018-12-29,Detroit Red Wings,1,Dallas Stars,5,Regular,18532,156
2018-12-29,San Jose Sharks,7,Edmonton Oilers,4,Regular,18347,149
2018-12-29,Philadelphia Flyers,1,Florida Panthers,2,Regular,15737,150
2018-12-29,Vegas Golden Knights,4,Los Angeles Kings,1,Regular,18230,148
2018-12-29,Carolina Hurricanes,0,New Jersey Devils,2,Regular,16514,156
2018-12-29,New York Rangers,4,Nashville Predators,3,Regular,17673,157
2018-12-29,Washington Capitals,3,Ottawa Senators,2,Regular,16808,150
2018-12-29,Pittsburgh Penguins,6,St. Louis Blues,1,Regular,17475,153
2018-12-29,Montreal Canadiens,5,Tampa Bay Lightning,6,Regular,19092,157
2018-12-29,New York Islanders,4,Toronto Maple Leafs,0,Regular,19514,149
2018-12-29,Minnesota Wild,3,Winnipeg Jets,1,Regular,15321,145
2018-12-30,Vegas Golden Knights,5,Arizona Coyotes,1,Regular,17125,151
2018-12-31,Tampa Bay Lightning,2,Anaheim Ducks,1,OT,17340,145
2018-12-31,New York Islanders,3,Buffalo Sabres,1,Regular,19070,146
2018-12-31,Philadelphia Flyers,1,Carolina Hurricanes,3,Regular,16644,147
2018-12-31,Ottawa Senators,3,Columbus Blue Jackets,6,Regular,18549,161
2018-12-31,San Jose Sharks,5,Calgary Flames,8,Regular,19289,163
2018-12-31,Los Angeles Kings,3,Colorado Avalanche,2,OT,18017,147
2018-12-31,Montreal Canadiens,3,Dallas Stars,2,OT,18532,149
2018-12-31,Winnipeg Jets,4,Edmonton Oilers,3,Regular,18347,147
2018-12-31,Pittsburgh Penguins,3,Minnesota Wild,2,Regular,19163,149
2018-12-31,Vancouver Canucks,0,New Jersey Devils,4,Regular,15772,141
2018-12-31,New York Rangers,2,St. Louis Blues,1,Regular,16849,149
2018-12-31,Nashville Predators,6,Washington Capitals,3,Regular,18506,153
2019-01-01,Philadelphia Flyers,0,Nashville Predators,4,Regular,17481,146
2019-01-01,Los Angeles Kings,0,Vegas Golden Knights,2,Regular,18319,143
2019-01-02,Edmonton Oilers,3,Arizona Coyotes,1,Regular,12583,144
2019-01-02,San Jose Sharks,5,Colorado Avalanche,4,Regular,17891,151
2019-01-02,New Jersey Devils,4,Dallas Stars,5,Regular,18133,149
2019-01-02,Pittsburgh Penguins,7,New York Rangers,2,Regular,18006,151
2019-01-02,Vancouver Canucks,4,Ottawa Senators,3,OT,16358,161
2019-01-03,Calgary Flames,4,Boston Bruins,6,Regular,17565,143
2019-01-03,Florida Panthers,3,Buffalo Sabres,4,Regular,18551,156
2019-01-03,Tampa Bay Lightning,6,Los Angeles Kings,2,Regular,17551,150
2019-01-03,Vancouver Canucks,0,Montreal Canadiens,2,Regular,21302,155
2019-01-03,Carolina Hurricanes,5,Philadelphia Flyers,3,Regular,18718,161
2019-01-03,Washington Capitals,2,St. Louis Blues,5,Regular,17200,145
2019-01-03,Minnesota Wild,4,Toronto Maple Leafs,3,Regular,19244,155
2019-01-04,Vegas Golden Knights,3,Anaheim Ducks,2,Regular,17222,144
2019-01-04,New Jersey Devils,3,Arizona Coyotes,2,SO,12636,166
2019-01-04,Columbus Blue Jackets,2,Carolina Hurricanes,4,Regular,15346,141
2019-01-04,New York Rangers,1,Colorado Avalanche,6,Regular,17287,146
2019-01-04,Washington Capitals,1,Dallas Stars,2,OT,18532,152
2019-01-04,Winnipeg Jets,0,Pittsburgh Penguins,4,Regular,18642,149
2019-01-05,Buffalo Sabres,1,Boston Bruins,2,Regular,17565,151
2019-01-05,Columbus Blue Jackets,4,Florida Panthers,3,OT,15213,147
2019-01-05,Edmonton Oilers,0,Los Angeles Kings,4,Regular,18230,149
2019-01-05,Nashville Predators,4,Montreal Canadiens,1,Regular,21302,149
2019-01-05,Minnesota Wild,4,Ottawa Senators,3,Regular,14124,149
2019-01-05,Calgary Flames,3,Philadelphia Flyers,2,OT,19236,151
2019-01-05,Tampa Bay Lightning,2,San Jose Sharks,5,Regular,17562,147
2019-01-05,New York Islanders,4,St. Louis Blues,3,Regular,16801,150
2019-01-05,Vancouver Canucks,0,Toronto Maple Leafs,5,Regular,19388,143
2019-01-06,Edmonton Oilers,4,Anaheim Ducks,0,Regular,17317,150
2019-01-06,New York Rangers,0,Arizona Coyotes,5,Regular,12396,138
2019-01-06,Carolina Hurricanes,5,Ottawa Senators,4,Regular,12924,142
2019-01-06,Chicago Blackhawks,5,Pittsburgh Penguins,3,Regular,18623,144
2019-01-06,New Jersey Devils,2,Vegas Golden Knights,3,Regular,18103,156
2019-01-06,Dallas Stars,1,Winnipeg Jets,5,Regular,15321,144
2019-01-07,Calgary Flames,4,Chicago Blackhawks,3,Regular,21036,146
2019-01-07,Minnesota Wild,1,Montreal Canadiens,0,Regular,20601,146
2019-01-07,St. Louis Blues,3,Philadelphia Flyers,0,Regular,19021,145
2019-01-07,Los Angeles Kings,1,San Jose Sharks,3,Regular,15447,140
2019-01-07,Nashville Predators,4,Toronto Maple Leafs,0,Regular,19059,142
2019-01-08,Minnesota Wild,0,Boston Bruins,4,Regular,17565,148
2019-01-08,New Jersey Devils,1,Buffalo Sabres,5,Regular,18212,150
2019-01-08,Florida Panthers,1,Pittsburgh Penguins,5,Regular,18526,149
2019-01-08,Edmonton Oilers,2,San Jose Sharks,7,Regular,17320,145
2019-01-08,Dallas Stars,3,St. Louis Blues,1,Regular,17037,143
2019-01-08,Columbus Blue Jackets,0,Tampa Bay Lightning,4,Regular,19092,141
2019-01-08,New York Rangers,2,Vegas Golden Knights,4,Regular,18249,163
2019-01-08,Colorado Avalanche,4,Winnipeg Jets,7,Regular,15321,142
2019-01-08,Philadelphia Flyers,3,Washington Capitals,5,Regular,18506,157
2019-01-09,Ottawa Senators,2,Anaheim Ducks,1,OT,17174,152
2019-01-09,Colorado Avalanche,3,Calgary Flames,5,Regular,18220,146
2019-01-09,Nashville Predators,4,Chicago Blackhawks,3,OT,21255,147
2019-01-10,Washington Capitals,4,Boston Bruins,2,Regular,17565,155
2019-01-10,Nashville Predators,3,Columbus Blue Jackets,4,OT,17065,155
2019-01-10,Florida Panthers,3,Edmonton Oilers,4,SO,18347,158
2019-01-10,Ottawa Senators,4,Los Angeles Kings,1,Regular,17713,151
2019-01-10,Winnipeg Jets,2,Minnesota Wild,3,Regular,19072,145
2019-01-10,Toronto Maple Leafs,4,New Jersey Devils,2,Regular,15280,154
2019-01-10,New York Islanders,4,New York Rangers,3,Regular,17938,152
2019-01-10,Dallas Stars,1,Philadelphia Flyers,2,Regular,19448,148
2019-01-10,Montreal Canadiens,1,St. Louis Blues,4,Regular,17839,148
2019-01-10,Carolina Hurricanes,1,Tampa Bay Lightning,3,Regular,19092,154
2019-01-10,Arizona Coyotes,4,Vancouver Canucks,3,OT,18527,153
2019-01-10,San Jose Sharks,3,Vegas Golden Knights,2,Regular,18367,148
2019-01-11,Pittsburgh Penguins,7,Anaheim Ducks,4,Regular,17473,145
2019-01-11,Buffalo Sabres,3,Carolina Hurricanes,4,Regular,17199,150
2019-01-11,Florida Panthers,3,Calgary Flames,4,Regular,18579,148
2019-01-11,Detroit Red Wings,2,Winnipeg Jets,4,Regular,15321,143
2019-01-12,Tampa Bay Lightning,5,Buffalo Sabres,3,Regular,19070,153
2019-01-12,Vegas Golden Knights,4,Chicago Blackhawks,3,OT,21760,151
2019-01-12,St. Louis Blues,3,Dallas Stars,1,Regular,18124,147
2019-01-12,Arizona Coyotes,3,Edmonton Oilers,2,Regular,18347,147
2019-01-12,Pittsburgh Penguins,2,Los Angeles Kings,5,Regular,18414,156
2019-01-12,Detroit Red Wings,5,Minnesota Wild,2,Regular,19087,148
2019-01-12,Colorado Avalanche,0,Montreal Canadiens,3,Regular,21302,140
2019-01-12,Philadelphia Flyers,2,New Jersey Devils,3,Regular,16514,152
2019-01-12,New York Rangers,2,New York Islanders,1,Regular,15497,147
2019-01-12,Ottawa Senators,1,San Jose Sharks,4,Regular,17562,141
2019-01-12,Boston Bruins,3,Toronto Maple Leafs,2,Regular,19305,144
2019-01-12,Columbus Blue Jackets,2,Washington Capitals,1,OT,18506,160
2019-01-13,Nashville Predators,3,Carolina Hurricanes,6,Regular,16347,151
2019-01-13,New York Rangers,5,Columbus Blue Jackets,7,Regular,17417,153
2019-01-13,Arizona Coyotes,1,Calgary Flames,7,Regular,17849,145
2019-01-13,Tampa Bay Lightning,1,New York Islanders,5,Regular,11193,148
2019-01-13,Florida Panthers,1,Vancouver Canucks,5,Regular,18610,162
2019-01-13,Anaheim Ducks,3,Winnipeg Jets,4,OT,15321,153
2019-01-14,Montreal Canadiens,3,Boston Bruins,2,OT,17565,157
2019-01-14,Buffalo Sabres,2,Edmonton Oilers,7,Regular,18347,149
2019-01-14,Chicago Blackhawks,5,New Jersey Devils,8,Regular,15204,149
2019-01-14,Minnesota Wild,4,Philadelphia Flyers,7,Regular,19123,162
2019-01-14,Colorado Avalanche,6,Toronto Maple Leafs,3,Regular,19248,146
2019-01-14,St. Louis Blues,4,Washington Capitals,1,Regular,18506,146
2019-01-15,New Jersey Devils,1,Columbus Blue Jackets,4,Regular,16377,145
2019-01-15,Tampa Bay Lightning,2,Dallas Stars,0,Regular,18021,147
2019-01-15,Los Angeles Kings,2,Minnesota Wild,3,SO,19017,165
2019-01-15,Florida Panthers,1,Montreal Canadiens,5,Regular,20576,155
2019-01-15,Washington Capitals,2,Nashville Predators,7,Regular,17336,153
2019-01-15,St. Louis Blues,1,New York Islanders,2,OT,10042,149
2019-01-15,Carolina Hurricanes,2,New York Rangers,6,Regular,17636,146
2019-01-15,Pittsburgh Penguins,2,San Jose Sharks,5,Regular,17292,142
2019-01-15,Vegas Golden Knights,1,Winnipeg Jets,4,Regular,15321,147
2019-01-16,San Jose Sharks,3,Arizona Coyotes,6,Regular,13342,149
2019-01-16,Buffalo Sabres,4,Calgary Flames,3,OT,18286,154
2019-01-16,Colorado Avalanche,2,Ottawa Senators,5,Regular,14468,149
2019-01-16,Boston Bruins,3,Philadelphia Flyers,4,Regular,19297,175
2019-01-16,Edmonton Oilers,3,Vancouver Canucks,2,SO,18166,170
2019-01-17,St. Louis Blues,2,Boston Bruins,5,Regular,17565,144
2019-01-17,Los Angeles Kings,2,Dallas Stars,1,Regular,18045,152
2019-01-17,Anaheim Ducks,3,Minnesota Wild,0,Regular,18907,144
2019-01-17,Winnipeg Jets,5,Nashville Predators,1,Regular,17507,153
2019-01-17,Chicago Blackhawks,3,New York Rangers,4,Regular,17434,152
2019-01-17,Toronto Maple Leafs,4,Tampa Bay Lightning,2,Regular,19092,154
2019-01-18,Pittsburgh Penguins,3,Arizona Coyotes,2,OT,14757,158
2019-01-18,Ottawa Senators,4,Carolina Hurricanes,1,Regular,15598,142
2019-01-18,Montreal Canadiens,4,Columbus Blue Jackets,1,Regular,18892,145
2019-01-18,Detroit Red Wings,4,Calgary Flames,6,Regular,19289,158
2019-01-18,Toronto Maple Leafs,1,Florida Panthers,3,Regular,16741,143
2019-01-18,Buffalo Sabres,3,Vancouver Canucks,4,Regular,18176,146
2019-01-18,New York Islanders,2,Washington Capitals,0,Regular,18605,137
2019-01-19,New York Rangers,3,Boston Bruins,2,Regular,17565,159
2019-01-19,Los Angeles Kings,1,Colorado Avalanche,7,Regular,18043,154
2019-01-19,Winnipeg Jets,2,Dallas Stars,4,Regular,18532,158
2019-01-19,Calgary Flames,5,Edmonton Oilers,2,Regular,18347,155
2019-01-19,Columbus Blue Jackets,1,Minnesota Wild,2,Regular,19054,147
2019-01-19,Philadelphia Flyers,5,Montreal Canadiens,2,Regular,21302,139
2019-01-19,Anaheim Ducks,3,New Jersey Devils,2,Regular,15231,143
2019-01-19,Florida Panthers,4,Nashville Predators,2,Regular,17716,153
2019-01-19,Ottawa Senators,2,St. Louis Blues,3,Regular,17690,154
2019-01-19,San Jose Sharks,3,Tampa Bay Lightning,6,Regular,19092,149
2019-01-19,Pittsburgh Penguins,3,Vegas Golden Knights,7,Regular,18511,156
2019-01-20,Washington Capitals,5,Chicago Blackhawks,8,Regular,21316,156
2019-01-20,Carolina Hurricanes,7,Edmonton Oilers,4,Regular,18347,148
2019-01-20,Arizona Coyotes,4,Toronto Maple Leafs,2,Regular,19165,143
2019-01-20,Detroit Red Wings,2,Vancouver Canucks,3,Regular,18865,152
2019-01-21,Nashville Predators,4,Colorado Avalanche,1,Regular,18018,148
2019-01-21,San Jose Sharks,2,Florida Panthers,6,Regular,14014,153
2019-01-21,St. Louis Blues,3,Los Angeles Kings,4,Regular,18230,153
2019-01-21,Minnesota Wild,4,Vegas Golden Knights,2,Regular,18328,160
2019-01-22,Carolina Hurricanes,2,Calgary Flames,3,OT,18508,156
2019-01-22,New York Islanders,2,Chicago Blackhawks,3,SO,21330,156
2019-01-22,Detroit Red Wings,3,Edmonton Oilers,2,Regular,18347,147
2019-01-22,Arizona Coyotes,3,Ottawa Senators,2,Regular,12236,147
2019-01-22,San Jose Sharks,7,Washington Capitals,6,OT,18506,159
2019-01-23,St. Louis Blues,5,Anaheim Ducks,1,Regular,16795,141
2019-01-23,Minnesota Wild,5,Colorado Avalanche,2,Regular,17310,154
2019-01-23,Arizona Coyotes,1,Montreal Canadiens,2,Regular,21002,143
2019-01-23,Washington Capitals,3,Toronto Maple Leafs,6,Regular,19148,148
2019-01-23,Carolina Hurricanes,5,Vancouver Canucks,2,Regular,18373,152
2019-01-23,Nashville Predators,2,Vegas Golden Knights,1,Regular,18477,157
2019-01-28,Winnipeg Jets,1,Philadelphia Flyers,3,Regular,19087,150
2019-01-28,New Jersey Devils,6,Pittsburgh Penguins,3,Regular,18609,152
2019-01-29,Winnipeg Jets,4,Boston Bruins,3,SO,17565,172
2019-01-29,Buffalo Sabres,5,Columbus Blue Jackets,4,Regular,15615,147
2019-01-29,Philadelphia Flyers,1,New York Rangers,0,Regular,17163,148
2019-01-30,Buffalo Sabres,0,Dallas Stars,1,Regular,17986,148
2019-01-30,Tampa Bay Lightning,2,Pittsburgh Penguins,4,Regular,18514,149
2019-01-31,Philadelphia Flyers,3,Boston Bruins,2,OT,17565,154
2019-01-31,New York Rangers,4,New Jersey Devils,3,Regular,16514,150
2019-01-31,Columbus Blue Jackets,3,Winnipeg Jets,4,Regular,15321,144
2019-02-01,Chicago Blackhawks,7,Buffalo Sabres,3,Regular,18205,146
2019-02-01,Vegas Golden Knights,2,Carolina Hurricanes,5,Regular,17104,146
2019-02-01,Minnesota Wild,1,Dallas Stars,3,Regular,18124,148
2019-02-01,Nashville Predators,4,Florida Panthers,1,Regular,13158,149
2019-02-01,Ottawa Senators,3,Pittsburgh Penguins,5,Regular,18618,149
2019-02-01,Calgary Flames,3,Washington Capitals,4,Regular,18506,157
2019-02-02,St. Louis Blues,4,Columbus Blue Jackets,2,Regular,18681,144
2019-02-02,Vancouver Canucks,5,Colorado Avalanche,1,Regular,18027,146
2019-02-02,Vegas Golden Knights,1,Florida Panthers,3,Regular,15202,147
2019-02-02,Chicago Blackhawks,4,Minnesota Wild,3,OT,19114,159
2019-02-02,New Jersey Devils,3,Montreal Canadiens,2,OT,21302,148
2019-02-02,Dallas Stars,3,Nashville Predators,1,Regular,17722,155
2019-02-02,Tampa Bay Lightning,3,New York Rangers,2,Regular,17468,150
2019-02-02,Detroit Red Wings,2,Ottawa Senators,0,Regular,15714,144
2019-02-02,Edmonton Oilers,4,Philadelphia Flyers,5,OT,19526,152
2019-02-02,Arizona Coyotes,2,San Jose Sharks,3,OT,17227,147
2019-02-02,Pittsburgh Penguins,2,Toronto Maple Leafs,3,Regular,19477,150
2019-02-02,Anaheim Ducks,3,Winnipeg Jets,9,Regular,15321,150
2019-02-03,Calgary Flames,4,Carolina Hurricanes,3,Regular,12621,151
2019-02-03,Edmonton Oilers,3,Montreal Canadiens,4,OT,21302,154
2019-02-03,Boston Bruins,1,Washington Capitals,0,Regular,18506,142
2019-02-04,Arizona Coyotes,4,Dallas Stars,5,Regular,17996,162
2019-02-04,Los Angeles Kings,4,New York Rangers,3,OT,16233,144
2019-02-04,Vancouver Canucks,1,Philadelphia Flyers,2,Regular,18671,152
2019-02-04,Anaheim Ducks,1,Toronto Maple Leafs,6,Regular,18858,153
2019-02-05,New York Islanders,1,Boston Bruins,3,Regular,17565,153
2019-02-05,Minnesota Wild,4,Buffalo Sabres,5,SO,16847,163
2019-02-05,Columbus Blue Jackets,6,Colorado Avalanche,3,Regular,15398,151
2019-02-05,Chicago Blackhawks,6,Edmonton Oilers,2,Regular,18347,152
2019-02-05,St. Louis Blues,3,Florida Panthers,2,Regular,10243,150
2019-02-05,Anaheim Ducks,1,Montreal Canadiens,4,Regular,20680,144
2019-02-05,Los Angeles Kings,5,New Jersey Devils,1,Regular,14508,151
2019-02-05,Arizona Coyotes,2,Nashville Predators,5,Regular,17295,154
2019-02-05,Carolina Hurricanes,4,Pittsburgh Penguins,0,Regular,18435,137
2019-02-05,Vegas Golden Knights,3,Tampa Bay Lightning,2,SO,19092,172
2019-02-05,San Jose Sharks,3,Winnipeg Jets,2,OT,15321,152
2019-02-05,Vancouver Canucks,2,Washington Capitals,3,Regular,18506,151
2019-02-06,Boston Bruins,3,New York Rangers,4,SO,16848,169
2019-02-06,Ottawa Senators,4,Toronto Maple Leafs,5,Regular,19264,144
2019-02-07,Columbus Blue Jackets,4,Arizona Coyotes,2,Regular,15319,148
2019-02-07,Carolina Hurricanes,6,Buffalo Sabres,5,OT,17588,162
2019-02-07,San Jose Sharks,5,Calgary Flames,2,Regular,18748,147
2019-02-07,Vancouver Canucks,3,Chicago Blackhawks,4,OT,21540,154
2019-02-07,Pittsburgh Penguins,2,Florida Panthers,3,OT,14712,156
2019-02-07,Edmonton Oilers,4,Minnesota Wild,1,Regular,18904,151
2019-02-07,Winnipeg Jets,2,Montreal Canadiens,5,Regular,21302,154
2019-02-07,New York Islanders,2,New Jersey Devils,1,SO,13265,157
2019-02-07,Dallas Stars,2,Nashville Predators,3,OT,17174,148
2019-02-07,Anaheim Ducks,0,Ottawa Senators,4,Regular,12617,139
2019-02-07,Los Angeles Kings,3,Philadelphia Flyers,2,SO,18982,162
2019-02-07,St. Louis Blues,1,Tampa Bay Lightning,0,OT,19092,152
2019-02-07,Colorado Avalanche,3,Washington Capitals,4,OT,18506,159
2019-02-08,Carolina Hurricanes,3,New York Rangers,0,Regular,18006,139
2019-02-09,Dallas Stars,2,Arizona Coyotes,3,Regular,13418,153
2019-02-09,Los Angeles Kings,4,Boston Bruins,5,OT,17565,152
2019-02-09,Detroit Red Wings,1,Buffalo Sabres,3,Regular,19070,145
2019-02-09,San Jose Sharks,5,Edmonton Oilers,2,Regular,18347,147
2019-02-09,Toronto Maple Leafs,4,Montreal Canadiens,3,OT,21302,151
2019-02-09,Minnesota Wild,4,New Jersey Devils,2,Regular,15783,150
2019-02-09,Colorado Avalanche,3,New York Islanders,4,OT,14216,155
2019-02-09,Winnipeg Jets,2,Ottawa Senators,5,Regular,16263,150
2019-02-09,Anaheim Ducks,2,Philadelphia Flyers,6,Regular,19072,152
2019-02-09,Nashville Predators,2,St. Louis Blues,3,Regular,18166,150
2019-02-09,Pittsburgh Penguins,4,Tampa Bay Lightning,5,Regular,19092,173
2019-02-09,Calgary Flames,3,Vancouver Canucks,4,SO,18410,165
2019-02-09,Columbus Blue Jackets,4,Vegas Golden Knights,3,Regular,18301,148
2019-02-09,Florida Panthers,5,Washington Capitals,4,OT,18506,156
2019-02-10,Colorado Avalanche,1,Boston Bruins,2,OT,17565,158
2019-02-10,Winnipeg Jets,3,Buffalo Sabres,1,Regular,17966,139
2019-02-10,Detroit Red Wings,2,Chicago Blackhawks,5,Regular,21941,151
2019-02-10,Tampa Bay Lightning,5,Florida Panthers,2,Regular,13566,151
2019-02-10,Carolina Hurricanes,2,New Jersey Devils,3,Regular,16514,156
2019-02-10,St. Louis Blues,5,Nashville Predators,4,OT,17622,170
2019-02-10,Minnesota Wild,1,New York Islanders,2,Regular,13825,143
2019-02-10,Toronto Maple Leafs,1,New York Rangers,4,Regular,17445,145
2019-02-11,Pittsburgh Penguins,4,Philadelphia Flyers,1,Regular,19103,152
2019-02-11,San Jose Sharks,7,Vancouver Canucks,2,Regular,18576,142
2019-02-11,Los Angeles Kings,4,Washington Capitals,6,Regular,18506,145
2019-02-12,Chicago Blackhawks,3,Boston Bruins,6,Regular,17565,152
2019-02-12,New York Islanders,1,Buffalo Sabres,3,Regular,16894,141
2019-02-12,Washington Capitals,0,Columbus Blue Jackets,3,Regular,15701,146
2019-02-12,Toronto Maple Leafs,5,Colorado Avalanche,2,Regular,16426,145
2019-02-12,Dallas Stars,3,Florida Panthers,0,Regular,9472,146
2019-02-12,Philadelphia Flyers,5,Minnesota Wild,4,Regular,18607,153
2019-02-12,Detroit Red Wings,3,Nashville Predators,2,Regular,17260,149
2019-02-12,Carolina Hurricanes,4,Ottawa Senators,1,Regular,10648,142
2019-02-12,New Jersey Devils,3,St. Louis Blues,8,Regular,17509,148
2019-02-12,Calgary Flames,3,Tampa Bay Lightning,6,Regular,19092,150
2019-02-12,Arizona Coyotes,5,Vegas Golden Knights,2,Regular,18212,151
2019-02-12,New York Rangers,3,Winnipeg Jets,4,Regular,15321,142
2019-02-13,Vancouver Canucks,0,Anaheim Ducks,1,Regular,17174,153
2019-02-13,Edmonton Oilers,1,Pittsburgh Penguins,3,Regular,18570,150
2019-02-14,St. Louis Blues,4,Arizona Coyotes,0,Regular,12553,143
2019-02-14,New York Islanders,3,Columbus Blue Jackets,0,Regular,16531,141
2019-02-14,New Jersey Devils,2,Chicago Blackhawks,5,Regular,21038,148
